,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-8.746858098058414,-10.459114295449696,-9.971132052506217,-8.755999363204875,-7.529098677197246,-10.658509491632923,-7.91956738620346,-8.500978760415038,-8.271073627988168,-8.7144061424805,-9.850681958105021,-9.18222915457095,-8.401145322311072,-9.26129148046819,-9.298248399149447,-10.009217420373238,-9.930265522930117,-8.861920923369125,-8.637122300163842,-7.217741868527994,-7.942744974026138
5,-4.092537642168308,-2.633109068314071,-6.767861311123317,-3.3804906871813243,-1.471906135244307,-3.486706275623953,-3.5548018818797127,-4.079236799927219,-2.536126569703807,-2.563105528858813,-2.4888775182386857,-7.41016379927235,-2.7405232073790344,-5.917959691414104,-2.8210318547081403,-5.851601884748437,-3.0013438375188892,-4.584290904607344,-4.087043906466069,-3.3407967195060104,-2.714090545292017
6,-0.339513528255622,-0.18525354990018444,-0.5664756776907234,-0.5063152723409202,-0.5141620915686076,-0.2644588909685573,-0.31781740928975777,-0.19092599471889166,-0.45144279112609753,-0.6784389886372375,-0.30766322589506556,-0.7881827388737962,-0.2884491921881013,-0.25554326411411754,-0.474551003107077,-0.03784638443874282,-0.2106225200080396,-0.32040635425679237,-0.5145966070722234,-0.4455486614864242,-3.7536133339343736
7,0.3154789810386073,0.5618025754332434,0.5923094470071056,0.5091793424203366,0.4606989628634173,0.5439098837813242,0.5031395062998519,0.6176900092580406,0.5124975860178979,0.6174920106351325,0.6181941834603966,0.5142536032840601,0.40048559033719666,0.03196228009787283,0.44691235791973793,0.6195495295006537,0.579905403037374,0.5494836471686998,0.480523985476064,0.9214213465871006,0.6163169139730965
8,-0.16970488842360965,-0.11069249540277559,-0.2878078209827508,-0.28943370338781593,-0.0825189689254322,-0.09409879702446697,0.3235995179158752,-0.10129774266094785,-3.000786070683215,-0.28198701762934664,-0.028763053611423284,-0.31197527227488714,-0.015500150084386433,-0.0971855694659356,-0.22860319668126367,-0.07154487929186568,-0.016524034072057214,-0.3152602951654809,-0.18293352605420596,-0.43433724598806345,-0.025846704263321668
9,-2.7058117372489514,-5.265051403678424,-3.9422806933069507,-1.8197907723074525,-2.702864457210362,-1.9630306933721569,-2.224970264913154,-1.9788547387535054,-1.9623097559721787,-1.9900558618088497,-2.1618056363768217,-1.912464450969995,-1.8526549683881393,-6.160661404922792,-1.7598732077798371,-2.083777527064141,-6.926868450503644,-2.171513520345625,-1.8015901366698754,-1.803095841315871,-2.097047032541406
10,-8.341498187876464,-7.859263683784654,-8.227347462024142,-7.720836717251372,-7.452055196801878,-9.14883791436701,-9.681965993987582,-9.801287411122601,-7.900541095342511,-8.08063760672815,-8.644788116409295,-7.416824479057777,-8.878789427888062,-7.542375266865469,-8.196590640783597,-8.094917664827062,-8.978594104736139,-7.913930780436934,-8.325675080711331,-8.683108005285343,-7.360979941037364
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
