1,76
2,167
3,96
4,212
5,184
6,156
7,106
8,147
9,121
10,175
11,164
12,154
13,167
14,233
15,82
16,180
17,171
18,202
19,188
20,117
21,160
22,290
23,159
24,122
25,156
26,196
27,207
28,113
29,155
30,194
31,246
32,88
33,94
34,131
35,152
36,91
37,140
38,138
39,162
40,88
41,114
42,108
43,185
44,195
45,168
46,328
47,148
48,188
49,138
50,130
51,195
52,251
53,148
54,212
55,148
56,67
57,157
58,201
59,186
60,181
61,150
62,116
63,148
64,188
65,83
66,206
67,200
68,206
69,126
70,214
71,153
72,142
73,162
74,79
75,140
76,167
77,113
78,184
79,172
80,169
81,140
82,112
83,354
84,133
85,204
86,107
87,150
88,185
89,87
90,164
91,181
92,220
93,136
94,137
95,184
96,119
97,180
98,150
99,105
100,129
101,119
102,260
103,89
104,82
105,120
106,156
107,72
108,168
109,328
110,171
111,148
112,116
113,238
114,269
115,204
116,5
117,224
118,132
119,215
120,150
121,141
122,139
123,213
124,145
125,105
126,88
127,140
128,85
129,41
130,119
131,77
132,120
133,195
134,93
135,114
136,219
137,153
138,170
139,76
140,159
141,66
142,113
143,149
144,90
145,126
146,138
147,226
148,149
149,51
150,66
151,195
152,87
153,140
154,82
155,104
156,155
157,91
158,62
159,74
160,127
161,76
162,154
163,232
164,202
165,92
166,132
167,168
168,117
169,209
170,124
171,153
172,155
173,123
174,106
175,135
176,174
177,95
178,109
179,138
180,193
181,205
182,215
183,130
184,102
185,142
186,123
187,129
188,119
189,214
190,194
191,84
192,141
193,213
194,70
195,198
196,171
197,182
198,213
199,192
200,214
201,128
202,153
203,223
204,86
205,178
206,187
207,92
208,246
209,91
210,291
211,173
212,111
213,176
214,292
215,72
216,146
217,94
218,173
219,168
220,77
221,180
222,67
223,279
224,207
225,125
226,119
227,212
228,162
229,372
230,154
231,162
232,366
233,29
234,59
235,138
236,205
237,286
238,202
239,216
240,106
241,195
242,182
243,134
244,95
245,183
246,275
247,170
248,160
249,186
250,88
