0 329
1 198
2 1133
3 489
4 151
5 836
6 749
7 563
8 490
9 461
10 133
11 242
12 114
13 466
14 1261
15 122
16 277
17 872
18 273
19 871
20 342
21 295
22 144
23 459
24 742
25 1205
26 557
27 922
28 1013
29 557
30 733
31 269
32 131
33 651
34 857
35 809
36 455
37 277
38 288
39 371
40 1048
41 965
42 629
43 515
44 466
45 120
46 226
47 967
48 224
49 499
