1 76
2 59
3 139
4 36
5 319
6 223
7 55
8 52
9 106
10 88
11 112
12 151
13 56
14 111
15 35
16 203
17 76
18 64
19 40
20 69
21 59
22 56
23 33
24 24
25 130
26 74
27 111
28 67
29 61
30 40
31 66
32 95
33 57
34 52
35 60
36 29
37 179
38 76
39 33
40 174
41 69
42 5
43 47
44 29
45 45
46 82
47 110
48 51
49 118
50 35
51 91
52 210
53 69
54 28
55 50
56 35
57 174
58 226
59 119
60 95
61 115
62 69
63 30
64 33
65 82
66 128
67 163
68 114
69 51
70 59
71 205
72 59
73 144
74 58
75 48
76 89
77 148
78 64
79 115
80 146
81 168
82 116
83 63
84 67
85 61
86 67
87 59
88 158
89 53
90 106
91 116
92 53
93 119
94 146
95 109
96 105
97 166
98 60
99 81
100 69
