,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-12.445248891018675,-49.96858030683821,-1.5015657096735122,-24.95107973211601,0.047238930630822434,-24.952940970969966,-12.44540378566484,-49.96969411970396,-49.968943508063674,-6.191591140030407,0.03130549677182231,-49.96856252680494,-49.97294439901759,0.05502265051765384,0.0552336591702465,0.05390184511823942,0.06328979025131219,0.05542506437857584,-49.96872119447746,-24.953356569978702,-24.955110276824236,0.054467443769164584
3,0.06419464430294192,-12.431553759057753,0.06422798818886752,-49.958544947702514,-49.96724988551684,-49.96386592799789,0.11484519201629048,0.0642797615648012,-12.409790476145577,0.0643638958251409,0.06410871632649036,0.06398178321982909,-24.927938783686926,0.06442647560026787,0.06394604309493121,0.06367686889621174,0.06428609471332888,0.06430886050415897,0.06362544059752215,-49.96621145178993,-49.947892901415514,0.06374520276196197
4,0.11545199400529049,0.11624272585436843,0.1155405562707123,0.11598947169633626,0.1117849462461683,0.11703054396961653,0.1169639271665496,0.11766965333746804,-49.93371148076169,0.11645860302135831,0.11235014198736248,0.11681812483880481,0.11587542932735302,0.11582486696502015,0.11760848517273745,0.11613845673961173,0.11486049019602919,0.11657651059024123,-49.927662585842995,0.11558351414140297,0.11766396153065473,0.11648236091218192
5,0.19462176791167202,0.19549601878354034,0.49425334183738834,0.12467103487476616,0.19553958450693976,0.13710763378370222,0.15127834024166215,0.15110157626194942,0.14124911895448145,0.1529402037519702,0.12637222263385742,0.19937873194482852,0.16584448179284397,0.20627457695128892,0.15414285782129736,0.19346939715862874,0.12508544977728214,0.1957082713151856,0.1250783342217971,0.15165315577741373,0.15409392795533766,0.15125219710788876
6,0.09399079591889879,0.07926991725449847,0.09290619583248164,0.12676160164097505,0.07497082026123855,0.09921142465191721,0.07644911801202373,0.0844839604201951,0.08476134492058177,0.09054683866750962,0.0900254567312367,0.08343124168744107,0.08116852495589715,0.09278950976479931,0.08436443394999613,0.08255653382606579,0.09398864097693642,0.10007478925187828,0.08173428152905765,0.08574813142760815,0.08389789984227718,0.07609879033303146
7,0.030548467285634602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
