1,125
2,68
3,168
4,37
5,63
6,198
7,73
8,92
10,84
11,36
12,196
13,37
14,33
15,51
16,58
17,70
18,87
19,85
20,178
21,54
22,118
23,170
24,60
25,24
26,44
27,136
28,90
29,137
30,55
31,77
32,77
33,83
34,212
35,60
36,77
37,23
38,82
39,32
40,53
41,61
42,78
43,45
44,125
45,94
46,186
47,17
48,54
49,119
50,90
51,49
52,81
53,60
54,24
55,44
56,93
57,39
58,50
59,155
60,19
61,84
62,64
63,50
64,150
65,54
66,48
67,139
68,36
69,40
70,54
71,89
72,64
73,58
74,114
75,68
76,12
77,29
78,64
79,52
80,83
81,131
82,21
83,111
84,42
85,78
86,75
87,42
88,61
89,138
90,66
91,46
92,80
93,73
94,36
95,59
96,50
97,180
98,143
99,69
100,85
101,56
102,54
103,110
104,161
105,60
106,29
107,174
108,90
109,70
110,181
111,48
112,79
113,78
114,58
115,234
116,304
117,43
118,84
119,39
120,204
121,54
122,246
123,85
124,147
125,47
126,120
127,48
128,51
129,54
130,59
131,120
132,105
133,297
134,19
135,84
136,90
137,360
138,66
139,258
140,74
141,22
142,67
143,30
144,119
145,192
146,42
147,62
148,37
149,107
150,146
151,106
152,81
153,25
154,58
155,53
156,98
157,72
158,237
159,216
160,68
161,131
162,276
163,160
164,137
165,51
166,328
167,33
168,27
169,97
170,207
171,193
172,22
173,58
174,233
175,132
176,45
177,23
178,101
179,179
180,99
181,126
182,99
183,108
184,59
185,117
186,174
187,162
188,48
189,53
190,455
191,32
192,156
193,28
194,96
195,35
196,45
197,111
198,165
199,41
200,142
201,49
202,29
203,264
204,102
205,294
206,63
207,60
208,70
209,246
210,145
211,172
212,28
213,48
214,132
215,33
216,72
217,101
218,63
219,84
220,174
221,68
222,103
223,47
224,64
225,53
226,66
227,73
228,276
229,223
230,64
231,55
232,73
233,258
234,247
235,56
236,72
237,80
238,121
239,59
240,77
241,79
242,82
243,67
244,63
245,119
246,71
247,178
248,240
249,13
250,24
251,75
252,72
253,172
254,162
255,42
256,117
257,66
258,98
259,20
260,286
261,56
262,50
263,327
264,199
265,9
266,138
267,73
268,184
269,94
270,155
271,187
272,120
273,188
274,151
275,52
276,174
277,67
278,46
279,228
280,44
281,90
282,88
283,53
284,161
285,94
286,77
287,68
288,106
289,33
290,60
291,95
292,96
293,228
294,43
295,73
296,80
297,44
298,64
299,235
300,84
301,65
302,87
303,41
304,96
305,53
306,50
307,126
308,124
309,252
310,57
311,78
312,120
313,128
314,23
315,54
316,365
317,209
318,266
319,156
320,174
321,111
322,117
323,169
324,413
325,27
326,348
327,52
328,74
329,187
330,90
331,262
332,35
333,84
334,90
335,132
336,70
337,45
338,72
339,91
340,362
341,48
342,65
343,33
344,398
345,76
346,329
347,199
348,79
349,102
350,50
351,146
352,85
353,49
354,95
355,80
356,272
357,62
358,58
359,95
360,55
361,34
362,108
363,34
364,100
365,54
366,53
367,138
368,38
369,42
370,290
371,49
372,52
373,68
374,20
375,45
376,31
377,15
378,53
379,192
380,201
381,90
382,286
383,84
384,138
385,143
386,72
387,20
388,98
389,110
390,99
391,41
392,62
393,143
394,37
395,45
396,71
397,72
398,72
399,42
400,96
401,48
402,86
403,162
404,36
405,63
406,346
407,218
408,59
409,76
410,52
411,35
412,313
413,264
414,78
415,73
416,47
417,69
418,102
419,264
420,96
421,26
422,61
423,64
424,208
425,254
426,53
427,137
428,147
429,107
430,28
431,50
432,44
433,174
434,233
435,102
436,24
437,36
438,82
439,50
440,46
441,30
442,14
443,115
444,278
445,56
446,61
447,299
448,61
449,33
450,65
451,18
452,77
453,51
454,21
455,36
456,44
457,41
458,89
459,30
460,177
461,31
462,96
463,101
464,164
465,85
466,76
467,44
468,16
469,54
470,41
471,107
472,145
473,12
474,326
475,61
476,329
477,47
478,22
479,120
480,120
481,69
482,74
483,104
484,76
485,10
486,14
487,21
488,299
489,94
490,64
491,78
492,341
493,92
494,147
495,39
496,63
497,78
498,72
499,338
500,101
501,54
502,56
503,34
504,51
505,114
506,114
507,264
508,198
509,71
510,131
511,24
512,33
513,36
514,63
515,12
516,120
517,65
518,36
519,27
520,60
521,25
522,120
523,11
524,81
525,50
526,19
527,21
528,90
529,60
530,42
531,40
532,48
533,96
534,156
535,111
536,74
537,62
538,45
539,192
540,186
541,252
542,108
543,282
544,225
545,144
546,312
547,62
548,75
549,112
550,76
551,191
552,48
553,65
554,36
555,66
556,203
557,138
558,231
559,87
560,39
561,42
562,150
563,126
564,125
565,100
566,83
567,48
568,14
569,108
570,131
571,124
572,14
573,103
574,8
575,351
576,28
577,20
578,66
579,42
580,169
581,169
582,300
583,375
584,232
585,396
586,323
587,10
588,133
589,80
590,228
591,213
592,120
593,76
594,189
595,94
596,215
597,56
598,35
599,162
600,121
601,28
602,49
603,233
604,28
605,33
606,48
607,64
608,299
609,78
610,35
611,54
612,270
613,63
614,238
615,49
616,91
617,33
618,306
619,9
620,68
621,59
622,123
623,162
624,237
625,67
626,10
627,138
628,240
629,78
630,36
631,31
632,252
633,100
634,185
635,203
636,273
637,316
638,144
639,48
640,21
641,27
642,182
643,32
644,372
645,81
646,39
647,24
648,476
649,22
650,86
651,82
652,38
653,101
654,11
655,12
656,96
657,47
658,34
659,47
660,97
661,35
662,333
663,227
664,244
665,411
666,142
667,23
668,209
669,41
670,69
671,47
672,55
673,48
674,12
675,167
676,100
677,611
678,282
679,360
680,28
681,70
682,168
683,121
684,138
685,306
686,73
687,224
688,311
689,18
690,72
691,66
692,20
693,471
694,10
695,296
696,52
697,93
698,442
699,162
700,13
701,31
702,49
703,72
704,62
705,33
706,27
707,227
708,87
709,186
710,337
711,101
712,321
713,14
714,132
715,58
716,861
717,181
718,728
719,57
720,237
721,33
722,143
723,40
724,11
725,29
726,41
727,857
728,11
729,13
730,51
731,191
732,35
733,96
734,34
735,18
736,114
737,26
738,30
739,20
740,216
741,83
742,93
743,71
744,62
745,47
746,52
747,42
748,60
749,65
750,141
751,48
752,27
753,72
754,121
755,362
756,90
757,300
758,383
759,33
760,51
761,35
762,23
763,50
764,126
765,328
766,95
767,636
768,292
769,305
770,699
771,655
772,154
773,97
774,88
775,612
776,147
777,74
778,852
779,1174
780,243
781,807
782,882
783,1161
784,300
785,87
786,720
787,152
788,801
789,315
790,693
791,442
792,383
793,46
794,30
795,134
796,7
797,13
798,90
799,444
800,192
801,483
802,262
803,129
804,151
805,82
806,1017
807,147
808,88
809,23
810,997
811,462
812,54
813,1072
814,492
815,222
816,58
817,102
818,274
819,913
820,682
821,372
822,114
823,65
824,288
825,104
826,144
827,640
828,185
829,298
830,12
831,121
832,62
